Title,Application Name,Application Short Name,Application Filing Date,Company Name,Commodity,File Name,ESA Folder URL,Document Number,Data ID,PDF Download URL,Application Type,Pipeline Location,Hearing Order,Consultant Name,Pipeline Status,Regulatory Instrument(s),Application URL,Decision URL,ESA Section(s),ESA Section(s) Index,Topics,PDF Page Number,tableNumber,PDF Size (bytes),PDF Page Count,Outline Present,figureNumber,Content Type
Table 11.7-2. Project Cumulative Effects of Air Emissions,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",243,1.0,9980785,362,1,,Table
"Table 12.1-1 Key Federal and Provincial Regulations, Legislation, and Policy Relevant to the Acoustic Environment Assessment for the Project",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",244,1.0,9980785,362,1,,Table
"Table 12.1-1 Key Federal and Provincial Regulations, Legislation, and Policy Relevant to the Acoustic Environment Assessment for the Project",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",245,1.0,9980785,362,1,,Table
"Table 12.1-2. Project Activities, Effect Pathways, and Indicators for the Acoustic Environment",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",246,1.0,9980785,362,1,,Table
Table 12.1-3. Spatial Boundaries for the Acoustic Environment,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",247,1.0,9980785,362,1,,Table
Table 12.3-1. Project Interactions for the Acoustic Environment,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",248,1.0,9980785,362,1,,Table
Table 12.4-1. Key Mitigation Measures for the Acoustic Environment,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",249,1.0,9980785,362,1,,Table
Table 1.3-1. Canada Energy Regulator Filing Manual Checklist for Guide A – A.2 Environmental and Socio-economic Assessment,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",25,1.0,9980785,362,1,,Table
Table 12.4-1. Key Mitigation Measures for the Acoustic Environment,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",250,1.0,9980785,362,1,,Table
Table 12.6-1. Project Residual Effects on the Acoustic Environment,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",252,1.0,9980785,362,1,,Table
